start_date,draftableid,displayname,position,firstname,lastname,shortname
9/8/2019,13040993,Alex Erickson,WR,Alex,Erickson,A. Erickson
9/8/2019,13041616,Alex Barnes,RB,Alex,Barnes,A. Barnes
9/8/2019,13041718,Alex Bachman,WR,Alex,Bachman,A. Bachman
9/8/2019,13041833,Alex Armah,RB,Alex,Armah,A. Armah
9/8/2019,13040662,Aldrick Robinson,WR,Aldrick,Robinson,A. Robinson
9/8/2019,13040823,Albert Wilson,WR,Albert,Wilson,A. Wilson
9/8/2019,13040616,Adrian Peterson,RB,Adrian,Peterson,A. Peterson
9/8/2019,13041159,Adam Thielen,WR,Adam,Thielen,A. Thielen
9/8/2019,13040892,Adam Humphries,WR,Adam,Humphries,A. Humphries
9/8/2019,13041669,Aca'Cedric Ware,RB,Aca'Cedric,Ware,A. Ware
9/8/2019,13041389,A.J. Richardson,WR,A.J.,Richardson,A. Richardson
9/8/2019,13041517,A.J. Ouellette,RB,A.J.,Ouellette,A. Ouellette
9/8/2019,13040685,A.J. Green,WR,A.J.,Green,A. Green
9/8/2019,13041817,A.J. Brown,WR,A.J.,Brown,A. Brown
9/8/2019,13040583,49ers ,DST,49ers,,49ers
